ENERTSTAMP,ID_ENERGY_BUYER,ASSIGNED_ENERGY_VALUE,ID_ENERGY_SELLER,TX_HASH
2019-11-04 16:00:00.000000,56,0.263,53,3829e88c7c9fd7713e7aeef8ea26f71d20ffe82a73c70f63f3a763bac06b031e    
2019-11-04 17:00:00.000000,56,0.275,53,d5da17e1b81626289f7a8e3ac09b5fb25f92ccaad6e428fee97ab551195e7ad2    
2019-11-05 08:00:00.000000,56,0.149,53,adb0a4351d590c4447069566f942cb8074918c029553ddd4ae496266fba2ee56    
2019-11-05 09:00:00.000000,56,0.454,53,b4cd12bc47af8b98d5a2e58921c34eef15ac4d177a196b0758921c0045cadac9    
2019-11-05 10:00:00.000000,56,0.34,53,f5004cf95c63e1d86ae5ed1141f1440a64f206fa694d19b4933840334e7568e2    
2019-11-05 11:00:00.000000,56,0.457,53,8e72f476a508aa2735775d59589c5deda04e8a3d38496eb217177ee8e3814a0c    
2019-11-05 12:00:00.000000,56,0.561,53,463bd09f1f2bdb4ebea9274df2ed94278e60d755eede0ccbcb40ace294645373    
2019-11-05 13:00:00.000000,56,0.554,53,9fec0d0ff92d6c0b59c16d31ccdbb881cd8a0c06cade572b8ec9f5f831d2de58    
2019-11-05 14:00:00.000000,56,0.587,53,64a912b8481983224d1123cc39f07e380909ae5a330d5710c260f96c087d1349    
2019-11-05 15:00:00.000000,56,0.274,53,9a1418f955d6c1406daa0bc302a376587577661f3d748c17b4b948b15fcedaa4    
2019-11-05 16:00:00.000000,56,0.427,53,e0fec61abe0cb7c39d8f05bed9c835dd6129b55669a51eda2bef2b0de568e587    
2019-11-05 17:00:00.000000,56,0.258,53,b62bb0efc0cfeef9ff104825376b2ebdca5dd6812f0cc39a879bb5807d73d15e    
2019-11-06 07:00:00.000000,56,0.17,53,2f26da9e7e85586d2f3ac4c58307f607d6a418e484301026c2de81dc9f5bcc06    
2019-11-06 08:00:00.000000,56,0.329,53,a19b2eb3209ab9e3ccce5cac61bbeec623e17eb4410cfb10edd3f10d36e49ac8    
2019-11-06 09:00:00.000000,56,0.429,53,18a2f24c617ebc5ecaa8ba5931770e3837d11078c0847c91d4febcd86b71abc5    
2019-11-06 10:00:00.000000,56,0.407,53,5cae3f900e5c926ad7e1543aa71c08c8cc46286f7cba828f8cc80044a2164c81    
2019-11-06 11:00:00.000000,56,0.322,53,0e99ba71afe4744335e46d163a0171010841b7f8fb58f53ad37a1c7a6634367b    
2019-11-06 12:00:00.000000,56,0.198,53,b58afd88f5422f31784a583cd3474db5936b38d7bf808885161f838f738b467c    
2019-11-06 13:00:00.000000,56,0.376,53,1986e3b53bc43f7550f4b2bb81fdb186f3428f9560bb0380434963ec97a76ab8    
2019-11-06 14:00:00.000000,56,0.279,53,aa5f1104bc2877df4caf36f6eb501d321120a58b910914ce69f3d0f83d1e5d69    
2019-11-06 15:00:00.000000,56,0.367,53,bcb391a44c4c62996eb773c5bdc54fe1e0fd4d19a1c197b5b72cf27c419c3bfc    
2019-11-06 17:00:00.000000,56,0.142,53,830c5650e305c1b03e2a469007ce75860d2373f998261eb82dcc106a2457c55b    
2019-11-07 08:00:00.000000,56,0.295,53,2906f49778cf881176d0d1f50a8ea2f806f2ec762b6af5440ef2d323c795e9d2    
2019-11-07 09:00:00.000000,56,0.184,53,da06e2a585960e3f8c551a80ca76bc8b441eeba709232022eba41937a431fbfb    
2019-11-07 10:00:00.000000,56,0.35,53,dfb0afbde799e3c925f3cd5214023e68f9dff0fbe70c3a1e22ec5c2563cd9b3c    
2019-11-07 11:00:00.000000,56,0.261,53,7e87d33e61ab0e40ea7f6ad6c3afb8618a803c90b44b4bbd2a6fd6f4c2bf5936    
2019-11-07 12:00:00.000000,56,0.457,53,d00671e07f7cc9003ec5321a2c741a72146da45dfcff223c587b856bf9fd4bbb    
2019-11-07 13:00:00.000000,56,0.532,53,5f1dcfc1fa65bcc002c9e8f1b9ea4ff56365022ef2d9bb3d7a2830f5c770ab21    
2019-11-07 14:00:00.000000,56,0.205,53,e992f1eeaa6ccae5c2d904cecaadfdf28c456b0411b3e73695a6683cd46908f6    
2019-11-07 15:00:00.000000,56,0.346,53,d6346b7f13ff8bc763d5e31b3a4d49589be9b39863be61607ca8a2325e160984    
2019-11-07 16:00:00.000000,56,0.601,53,b57a6e7f666a5f235a8a7766b61a2fa31eb5441ecdd3cbfffe39946e5b22bff4    
2019-11-08 07:00:00.000000,56,0.122,53,f8991c90c3ae1ea6514205519363c8c22af4d2e10d50a8988a9c4073ead1be43    
2019-11-08 08:00:00.000000,56,0.348,53,f044bd0310f1efc2df1eb3661a3d697c9cdffeae6fdf7884bbf9cd8a5a7b3bf0    
2019-11-08 09:00:00.000000,56,0.322,53,9cae24bfc69a9418fbb1d1dc57e0613acd83e885fc076e6f90758b516d38e077    
2019-11-08 10:00:00.000000,56,0.467,53,d43efd4450dbfb12e71f2f9d9ebeded620ddfae7755a00191dedc4f978db42c4    
2019-11-08 11:00:00.000000,56,0.324,53,fdb9cbe8132bda81ffac0928ddd90a75078c1d3c0a1959bb1599e8f9555db3ba    
2019-11-08 12:00:00.000000,56,0.3,53,e045d95875effb7ffe3a7e039598fe715d4f5b275d281ec6f9e52f41c9ea41d3    
2019-11-09 11:00:00.000000,56,0.265,53,0b2c1f8a79962b2394d8a82acc8369a95b40ca02b20ee136cc5f1a202ce4c99f    
2019-11-09 12:00:00.000000,56,0.994,53,b5d64ed8e8e32e589a711145c90b9b1e2d1b972719f2ebf225296b9ae33b8927    
2019-11-09 13:00:00.000000,56,0.343,53,19393389eb1bf1989fbb06e35a7c2a9354b321dd0765735f557711330a94ee99    
2019-11-09 14:00:00.000000,56,0.234,53,8c30caad6018cdec10f6786c13d74b537a9f575b97ed7e4ded35b68295efaa6e    
2019-11-09 15:00:00.000000,56,0.213,53,d15b37fbf76c8e51002fd7738d49b243b10afd0b4e8a3fd881ace15d95a029f1    
2019-11-09 16:00:00.000000,56,0.15,53,8cd8d859f57b71e15de9182cfd1544bc923702cd116a0f144bc81633d63354c0    
2019-11-09 17:00:00.000000,56,0.107,53,988793338598fe94baa4cb25b55148e04c5712e14c49ef61a61b9aa8027a55e9    
2019-11-10 07:00:00.000000,56,0.22,53,3a7ccd1120fcaea166b1e927e3f25f8b5fb8f0af1a001d189aed2361280ae29a    
2019-11-10 08:00:00.000000,56,0.655,53,7dd3a4204a7284a1b75988eb979bb41faaf319370f679887da1639560511355f    
2019-11-10 09:00:00.000000,56,0.786,53,12636ce27b4500fc710a6a6fc6554570d8de041f594b3ec73451448c01576663    
2019-11-10 10:00:00.000000,56,0.337,53,3bf43100cf0ca3898ec29befb38fdc2d1ff0647c38cf6a71b869d6cf5127048e    
2019-11-10 11:00:00.000000,56,0.443,53,e1aa2daf0e0952a720bf5da9bd75a679496a2ab774b14ab81b5fbd97254aca19    
2019-11-10 12:00:00.000000,56,0.266,53,22134431b90ce7af68f337ddbbf207a8bb4c6be3f72d556462b59001deee789e    
2019-11-10 13:00:00.000000,56,0.156,53,32264c1e66167bc52541f57169510875f2149276a6f80e90dffe5f95f9da6974    
2019-11-10 14:00:00.000000,56,0.129,53,60bbd21c156c0fec7dc60fdf1367be9d843e5c77629cc29d8944e537674733df    
2019-11-10 15:00:00.000000,56,0.129,53,27273ddb57c7ea76027ba161c7c4734792702f48b322d48884f5f70eb80e8ca5    
2019-11-11 07:00:00.000000,56,0.13,53,2baa5a2aa649b06f98ff318e0eac785365fd8f52060440ab0889c5e72530a954    
2019-11-11 08:00:00.000000,56,0.355,53,b7b83ab075fd3c389b1dcc08c03023f4260c8289d7e81f3ec83c73ce31b181f1    
2019-11-11 09:00:00.000000,56,0.22,53,a8dddc27d1b70103dab65f4d59dc57fd3fa2c9eb1edbce137d5b830e0cb71253    
2019-11-11 10:00:00.000000,56,0.168,53,94722f4806356b9dd72727d9787c962ba669e57befa944e3b98dd0fb4fc0685b    
2019-11-11 11:00:00.000000,56,0.168,53,f496fdad8aea424aeb346c6017648d2abcbe838d80f930a4219212cd6e41c903    
2019-11-11 12:00:00.000000,56,0.559,53,0afc9d5a4264a30ff17d71370b66729e685eec2f6c811888ec7702441e6425b0    
2019-11-11 13:00:00.000000,56,0.242,53,089981a310e89ccda93aed3c96885b03315dcffe0c6065777dc0f09650f151ca    
2019-11-11 14:00:00.000000,56,0.291,53,5132ba65bcf9809b139c70b739f1fba728a349529c7ed14772321ce04d9a64e9    
2019-11-11 15:00:00.000000,56,0.145,53,1f78b5a7a522f54c2d50b5b82f62bb6ffc0f354f998f1c4516706975e7b0878a    
2019-11-11 16:00:00.000000,56,0.152,53,9d6a8f8b484562ab6829939ae94f18a982f9f1b9656bbeb68dc00cf098f03911    
2019-11-11 18:00:00.000000,56,0.284,53,f18fd57301376061039fea01582659f4f2aa57dad74b6ac451d224585ffbdc2b    
2019-11-12 07:00:00.000000,56,0.109,53,9533c24871ec8b870f9a026d38492a1f95b3b2ca45a6f9270934deea3f6ce59e    
2019-11-12 08:00:00.000000,56,0.219,53,994072f53b2a2a1f1d8ff8422ea29341933c3fc7d5c0796f83dabbaf61383b3d    
2019-11-12 09:00:00.000000,56,0.316,53,e5da8844761bdd6eef4fe986747f0f835e6af490be0d2dcf7f8664e8d5a2d1d4    
2019-11-12 10:00:00.000000,56,0.449,53,ac77a1da008f9a259069d3b2340a07f822f091ef25d23dcf94be90b38ba5e6d3    
2019-11-12 11:00:00.000000,56,0.58,53,d6dceaa7d81a66524cceebf14a1224805a745b9db18fddf9917914d071b80c1d    
2019-11-12 12:00:00.000000,56,0.617,53,ededf412b056c384d2b6f3d1357dbc048c0484cab9d8dfdb47635bc2296839db    
2019-11-12 14:00:00.000000,56,0.217,53,d1eb04fbf55bcfc03b53c3f7314b2c0b07050ac9a3ec882d9cb688d625f8f198    
2019-11-12 15:00:00.000000,56,0.23,53,b3aa74c5c1c93a57e0ae3aa827788d8ef1c1d8dfc2cbdbcf914bacc3b5ee6ef9    
2019-11-12 16:00:00.000000,56,0.161,53,35dce634da97acc0d189d83a8243846efaad1903490a8ff0493fe42ac181185d    
2019-11-13 08:00:00.000000,56,0.319,53,520824e6b84bf6ec3e9d3832d3f108e873ad5290346336d3d6af6b6a05155cba    
2019-11-13 09:00:00.000000,56,0.307,53,77d00bb76fd556efc3f9d75779c15675e42a032b511b9f66f82cca4dd64ae1e8    
2019-11-13 10:00:00.000000,56,0.291,53,3a03721b227f85393bec546f024ccb6025982e22f6a3681f1f2715660e84beac    
2019-11-13 11:00:00.000000,56,0.186,53,937114936992d61646ff91628beabde36a4ada8777d77c1b55612e0d130f61a7    
2019-11-13 12:00:00.000000,56,0.192,53,cfee7b57d68d720321bac59ea0a535ccea11444fc00af8ec5aaadb2db14e2685    
2019-11-13 13:00:00.000000,56,0.223,53,00fd26ffd9f319ec1768d191aac3a644e772495834576b76973ba2c9f059014f    
2019-11-13 15:00:00.000000,56,0.335,53,b81f99db03cc8c02093d6589a9d5d6021a52eff686912e6f43bdb79f00d5cee9    
2019-11-14 09:00:00.000000,56,0.294,53,5cb275132ba8009ffa5f487115743ee9edeecfa3c605bc5c9f3366ea9c9ad617    
2019-11-14 10:00:00.000000,56,0.227,53,5a36a67770da2810fdf645ccce56c7c737b1b9da9e165a366209c8334b4920d3    
2019-11-14 11:00:00.000000,56,0.18,53,e0ce76bf97c5f097681ec095d4d182645da2b173230a2804b453425a6d5f2f6f    
2019-11-14 12:00:00.000000,56,0.214,53,29c438a7f970ca995b8e6c081a3048bb770921489c5481cf31422559f0ce6130    
2019-11-14 13:00:00.000000,56,0.172,53,885089a7c9fdb013aa99d7fa0948babf0be393af11d304d864d9ac5dc3475749    
2019-11-14 14:00:00.000000,56,0.201,53,a228c289d1deab9f5ffc774b9c9c71949ffed7bcd9db02d722833c4b987bbb43    
2019-11-15 08:00:00.000000,56,0.281,53,aa762173d9a6bce1b37843e376ebec3b9e34b57bb5d82f6518104face1ec73aa    
2019-11-15 09:00:00.000000,56,0.188,53,d1ea804b50d5fc3f105a84eb4a809494812aa1f95922a63fa612eea9c6e87670    
2019-11-15 10:00:00.000000,56,0.352,53,7094fc5f3bf577a8a86422f5b3ead02c49b634ed9509c02286eb94eaeaa97924    
2019-11-15 11:00:00.000000,56,0.465,53,4c00d7cb7e33a122fed693c621d0f134838b8f1b3c853c490d70b7e5099ed937    
2019-11-15 12:00:00.000000,56,0.231,53,2e4df4a96afd70cddc8142b73d2b172238227f6ca0791686c1219dc0944e0705    
2019-11-15 13:00:00.000000,56,0.25,53,54516c802c4f62bb4808ec0d3458ae28e173f8d1e2b5908dda9811ba6bc3ec88    
2019-11-15 14:00:00.000000,56,0.218,53,6e58cbd950e937b291e1052035f34c11bfbb8f5beb9dc602f5c10f0ac8a643da    
2019-11-15 15:00:00.000000,56,0.304,53,2ae402e39bb785357a7cc0ba87411b0c056b421cbe3be9dfa61f8133d4490324    
2019-11-16 08:00:00.000000,56,0.233,53,fa63198a0870553c8c628c91085353b4fa7b1eeee74d22c8d4232764bb47b9e7    
2019-11-16 09:00:00.000000,56,0.29,53,001cf2021adde54227824116667c5c581da21742b71ac1c2dc98f7cf292469e5    
2019-11-16 10:00:00.000000,56,0.356,53,722d87e823bc28fd2ee8c32ce2a68152a965a273218ecba0f893bdb0a8d11e4a    
2019-11-16 11:00:00.000000,56,0.701,53,d6eecc05a82fe28f28bb13ac24b8448c332c97c01beced1324c39b91cbca7ad0    
2019-11-16 12:00:00.000000,56,1.32,53,77f0ae74397f3a70774ea7280b16cf8e471cea0a4260144074db5d45728b3902    
2019-11-16 13:00:00.000000,56,0.226,53,d09eeea4502f83ce434ffcbac3af07c208d2b852c802238590f2eb40f04cd25e    
2019-11-16 14:00:00.000000,56,0.224,53,fbc85b9ee26077fa149336ea4fe2b12784990f57a7bef209bae00047c6915694    
2019-11-16 15:00:00.000000,56,0.194,53,7d7f58f29464c94e26639fdeb528098a3d31259956ff407d49e46eeb3095b571    
2019-11-17 08:00:00.000000,56,0.459,53,c1b7ae0dc0074be560b684599828a752ddeef34b95af44953ef909da560eb53f    
2019-11-17 09:00:00.000000,56,0.283,53,8aeb140ab311ff464bbbb6d5b5433477cccf4111fc4ac91b124bb1388c4afece    
2019-11-17 10:00:00.000000,56,0.132,53,27e9be1774bf3c7e11031d9fd41debe3fd89ca52519418801a6695884597fe5d    
2019-11-17 11:00:00.000000,56,0.225,53,11ed1380a639fa7855746250dab5a596fd7624e7655b12b08015b247dd284e67    
2019-11-17 12:00:00.000000,56,0.173,53,2b8d97ff052720278b898d8360a95f2d6a1861f75cfb82da615ceeacf84302f1    
2019-11-17 13:00:00.000000,56,0.128,53,81181ce71272eb06a5d14cb0649efe48d6d8cf044dd82e4b435378af69e0b981    
2019-11-17 14:00:00.000000,56,0.133,53,935b281931716cc9b247f7126429edefb1fdaa00684967da69a1fbbcb7f77326    
2019-11-17 15:00:00.000000,56,0.179,53,62098b88a1f10b8eb1981238d214fcad3391b2db5376aaf02743a5dad70fa2bd    
2019-11-17 16:00:00.000000,56,0.215,53,400337f080377f0792157629954776325a66a6834fc09b63c966405fe620822e    
2019-11-18 08:00:00.000000,56,0.15,53,05363fd170f3fa0a8f5649dce4cf3a4778020100fe3b2d89a908c26fd8807f12    
2019-11-18 09:00:00.000000,56,0.375,53,6046997125afabfc111771b266f6198434acaf558d91e4952f4ce7d723dbba04    
2019-11-18 10:00:00.000000,56,0.233,53,70fba0244f71240717349b63500ff08717fe03201b011a7e29784f6e8fd077e0    
2019-11-18 11:00:00.000000,56,0.287,53,664bebac4094cbc4ceb1e269fd503fd65585e4fb084b75258887f1be686477de    
2019-11-18 12:00:00.000000,56,0.325,53,e021fd8e9ef56cab5681ee02c304d14f3d142daf433f94a67ac9a702ab020bef    
2019-11-18 13:00:00.000000,56,0.208,53,36cf5099855e4542cbd27fb03c78748fd49754eec4644aa9bde0c6629ebaeac3    
2019-11-18 14:00:00.000000,56,0.202,53,327f8487daab0eea493a333bf213be07976112d36dd319c599f79c63d3eada29    
2019-11-18 15:00:00.000000,56,0.566,53,97f36ae153009a7e89b67a63c3ba24910caecaa2f5304534ef5aa3503b89e7b8    
2019-11-18 16:00:00.000000,56,0.297,53,f3e7748121b267cbf10ae5ca6f037414557e4e284efe89a35d09df93b1e096c6    
2019-11-19 08:00:00.000000,56,0.306,53,e527d44003b513094693b646717815312d65066ac1c5c7ea9ebf81a36bafa19d    
2019-11-19 09:00:00.000000,56,0.616,53,2cf56192febd2616c684cf171d492e03b9ffea9b986b0cb3bb7d770608072567    
2019-11-19 10:00:00.000000,56,0.534,53,55c678530f78845bae3e72f3fde8a60592d21aaaacbec712a04d9a67ac263051    
2019-11-19 11:00:00.000000,56,0.434,53,4008145e088fe16a1bd7d69a9ddeb531f95a96f211805deb8d6d8756ea8370ee    
2019-11-19 12:00:00.000000,56,0.472,53,4347dd0d5ec00ec00526085f239b16bb0a7065d67a6d449a88d10d48fa5e8c8d    
2019-11-19 13:00:00.000000,56,0.376,53,c71c86fd2f3a7295c6b440fed92036618fc3d83f2247bb3fe21452bf15017586    
2019-11-19 15:00:00.000000,56,0.154,53,418eb2917bc68d281c7b18b8cf8bb309e6b68a0b0d4d9c4cc1a6b2d6081f483b    
2019-11-20 08:00:00.000000,56,0.308,53,89c744ed6daed7f3accfdd041aefb79f3a4bc276f7d2dd4fea1ce8d0f5b0aa8b    
2019-11-20 09:00:00.000000,56,0.242,53,99810a573db33c90ae88fef239a8b78a3bc2f7df87a184db0cbf6ea1c530bc0e    
2019-11-20 10:00:00.000000,56,0.377,53,5e6e244f687107841f2cc2c1d329754e13df9a26a63b3b03bd2536a060dc21ef    
2019-11-20 12:00:00.000000,56,0.676,53,7ce750d89fecdae73e353165847e64ae71f66a10e16fdd31852c73e41d04a031    
2019-11-20 13:00:00.000000,56,0.28,53,d64914eb7e141c8ab106ee2bb2a67756670e66c50c9782c83fc196dd8a878972    
2019-11-20 14:00:00.000000,56,0.278,53,4d7727add9a078c2458e8696695de5b17688ceafd70a5a2de0acef3c0770cb81    
2019-11-20 15:00:00.000000,56,0.133,53,606e57e52217109680296bd80576e3992f54d69305e7627c181aae370d5a8166    
2019-11-21 07:00:00.000000,56,0.258,53,40fabd36d527e3063e83d77abd51922c634f869b2c800619e76103a46d8ad177    
2019-11-21 08:00:00.000000,56,0.281,53,43a7c3cf27e997c6fa24eb9bec548ef0364873ea24237a7eb9581619705feae6    
2019-11-21 09:00:00.000000,56,0.376,53,30b9906befd3e8fbc5058ac2e7acf7a94de5ecfc397e00f76dc28be3405ebbf9    
2019-11-21 12:00:00.000000,56,0.299,53,68471cd8fa9214135b10389dddd40157b9e1e8342794d2e7560ab435a9d1758d    
2019-11-22 10:00:00.000000,56,0.303,53,bb05372ca652a55f9c5cea882e45eeaf8a7655c9b096ea64ce79ec7191c51b78    
2019-11-22 11:00:00.000000,56,0.149,53,cd6dbb9c7569fa1df2490e6887dc55983d9fa5c835cce2da219c7a728602a64d    
2019-11-22 12:00:00.000000,56,0.154,53,c77f6b5691459fc2cec1003e2ba954791b1234a734cbf7a68eb4c18d896768d1    
2019-11-22 13:00:00.000000,56,0.304,53,bb34e98ccb65102adb8ceb24281b3ce8bc265ae57733b1333e7ea945568a14f5    
2019-11-22 14:00:00.000000,56,0.386,53,480f02037502cfc3585c297df74c85fbccaa285b200a8ca3c160262ba8323ded    
2019-11-23 09:00:00.000000,56,0.388,53,76bf70d4335f1b18f278a2709a51e775cecd491a74a475e3e24dd0247f26eec0    
2019-11-23 10:00:00.000000,56,0.34,53,8eb364419118ed48894e10320740b2e7756662b5299a45af3bb9026b22415e5b    
2019-11-23 11:00:00.000000,56,0.225,53,9694b8532fb9b298f80edb5b2d73a767dc0c40d28f321ece44856dc57dca90fd    
2019-11-23 13:00:00.000000,56,1.374,53,eba158c8ff9818bca71e17c4fb752ab42be6341f3098d7199742b1179a53968c    
2019-11-24 08:00:00.000000,56,0.284,53,5b7d2e8a36b6d65cade7882d4599842187a77b58132708086b3230f99ddfcc81    
2019-11-24 09:00:00.000000,56,0.309,53,a52c748a69d14dc31aaae64b61979c2f156305b386c6ffabbcfd5513b2a28150    
2019-11-24 10:00:00.000000,56,0.148,53,b8ea77c047f74bf8787a32773a7a13df940328c3f6c5d224ac3cdae82994694c    
2019-11-24 11:00:00.000000,56,0.674,53,538555a0db5ab3f9f508743a6f9f7a78a2b6ed6ff13a2e0fe939874c5aa5e014    
2019-11-24 12:00:00.000000,56,0.714,53,1c7e4e23d9a7fdd9155b0265c713055e40d5cfea4490a84d2ac9cb401a69780e    
2019-11-24 13:00:00.000000,56,0.13,53,71e8985a788c088dda3b236663088e78dc03fb7fd40f7c3c7b031b3df0dba534    
2019-11-24 15:00:00.000000,56,0.126,53,20c888e4003e2ed4cea5eb4b27b2e3d87c47546f0e1f5e6f495619cadfd3c86a    
2019-11-25 09:00:00.000000,56,0.525,53,67435339ffcd82e2ab20f95018c190aff7b6587a457b2adefa40cc73e296f436    
2019-11-25 10:00:00.000000,56,0.202,53,ba6dc3d58bd311e9ca238ead438344a0439179a8b03e7c44aedd4112839a497e    
2019-11-25 11:00:00.000000,56,0.295,53,41fab06d5afec2c1051deca981191683d60b2a664895f5f73c272b402a0ef445    
2019-11-25 12:00:00.000000,56,0.326,53,cf6a5d38689de994e6f90ad1b97a8c7eed51087e1eca68b5c4e9d67ebefc5ff3    
2019-11-25 13:00:00.000000,56,0.595,53,99cf5f37b1cd591ecef3e4ba05d15f01920a5484a35a740aae7d5ff7f4ae6566    
2019-11-25 14:00:00.000000,56,0.452,53,37a6a071bc3931eea20594cc3a42b8777f49114dc67aa5ff43246709f2955315    
2019-11-25 15:00:00.000000,56,0.183,53,404a337679535ad83e1fc861f43fbd26e7ffb80a79fc71655f9735d9a1d0dd71    
2019-11-26 13:00:00.000000,53,0.361,56,fc55da945e8b22cddd9b2f8fd482de7db7344d9e71aeb928a3fb59c865dc87a6    
2019-11-27 08:00:00.000000,56,0.266,53,ea84ee27ce3900d62acd6385f6c957d838bef004eead10d5fd64d9f1b5b253fa    
2019-11-28 15:00:00.000000,56,0.143,53,0cfee366081b7af2bd52398abe15328170873e1a0fe2ac4e604e1e666e1837f3    
