ID_ADDRESS,ENERTSTAMP,GENERATION_kWh
62,2020-02-13 09:00:00.000000,0.216
61,2020-02-13 10:00:00.000000,2.67
62,2020-02-13 10:00:00.000000,0.56
61,2020-02-13 11:00:00.000000,4.132
62,2020-02-13 11:00:00.000000,0.955
61,2020-02-13 12:00:00.000000,5.453
62,2020-02-13 12:00:00.000000,1.172
61,2020-02-13 13:00:00.000000,5.564
62,2020-02-13 13:00:00.000000,1.479
61,2020-02-13 14:00:00.000000,5.316
62,2020-02-13 14:00:00.000000,1.16
61,2020-02-13 15:00:00.000000,4.5
62,2020-02-13 15:00:00.000000,1.138
61,2020-02-13 16:00:00.000000,5.128
62,2020-02-13 16:00:00.000000,0.929
61,2020-02-13 17:00:00.000000,2.821
62,2020-02-13 17:00:00.000000,0.575
61,2020-02-13 18:00:00.000000,0.495
62,2020-02-13 18:00:00.000000,0.094
61,2020-02-13 19:00:00.000000,0.008
62,2020-02-13 19:00:00.000000,0.001
61,2020-02-13 20:00:00.000000,0
62,2020-02-13 20:00:00.000000,0
61,2020-02-13 21:00:00.000000,0
62,2020-02-13 21:00:00.000000,0
61,2020-02-13 22:00:00.000000,0
62,2020-02-13 22:00:00.000000,0
61,2020-02-13 23:00:00.000000,0
62,2020-02-13 23:00:00.000000,0
61,2020-02-14 00:00:00.000000,0
62,2020-02-14 00:00:00.000000,0
61,2020-02-14 01:00:00.000000,0
62,2020-02-14 01:00:00.000000,0
61,2020-02-14 02:00:00.000000,0
62,2020-02-14 02:00:00.000000,0
61,2020-02-14 03:00:00.000000,0
62,2020-02-14 03:00:00.000000,0
61,2020-02-14 04:00:00.000000,0
62,2020-02-14 04:00:00.000000,0
61,2020-02-14 05:00:00.000000,0
62,2020-02-14 05:00:00.000000,0
61,2020-02-14 06:00:00.000000,0
62,2020-02-14 06:00:00.000000,0
61,2020-02-14 07:00:00.000000,0.087
62,2020-02-14 07:00:00.000000,0.016
61,2020-02-14 08:00:00.000000,0.433
62,2020-02-14 08:00:00.000000,0.06
61,2020-02-14 09:00:00.000000,1.823
62,2020-02-14 09:00:00.000000,0.263
61,2020-02-14 10:00:00.000000,2.155
62,2020-02-14 10:00:00.000000,0.401
61,2020-02-14 11:00:00.000000,0
62,2020-02-14 11:00:00.000000,0
61,2020-02-14 12:00:00.000000,3.857
62,2020-02-14 12:00:00.000000,0.741
61,2020-02-14 13:00:00.000000,4.468
62,2020-02-14 13:00:00.000000,0.926
61,2020-02-14 14:00:00.000000,4.431
62,2020-02-14 14:00:00.000000,1.189
62,2020-02-14 15:00:00.000000,0.606
61,2020-02-14 16:00:00.000000,2.452
62,2020-02-14 16:00:00.000000,0.716
61,2020-02-14 17:00:00.000000,2.451
62,2020-02-14 17:00:00.000000,0.572
61,2020-02-14 18:00:00.000000,0.383
62,2020-02-14 18:00:00.000000,0.077
61,2020-02-14 19:00:00.000000,0.002
62,2020-02-14 19:00:00.000000,0
61,2020-02-14 20:00:00.000000,0
62,2020-02-14 20:00:00.000000,0
61,2020-02-14 21:00:00.000000,0
62,2020-02-14 21:00:00.000000,0
61,2020-02-14 22:00:00.000000,0
62,2020-02-14 22:00:00.000000,0
61,2020-02-14 23:00:00.000000,0
62,2020-02-14 23:00:00.000000,0
61,2020-02-15 00:00:00.000000,0
62,2020-02-15 00:00:00.000000,0
61,2020-02-15 01:00:00.000000,0
62,2020-02-15 01:00:00.000000,0
62,2020-02-15 02:00:00.000000,0
61,2020-02-15 03:00:00.000000,0
62,2020-02-15 03:00:00.000000,0
61,2020-02-15 04:00:00.000000,0
62,2020-02-15 04:00:00.000000,0
61,2020-02-15 05:00:00.000000,0
62,2020-02-15 05:00:00.000000,0
61,2020-02-15 06:00:00.000000,0
62,2020-02-15 06:00:00.000000,0
61,2020-02-15 07:00:00.000000,0.094
62,2020-02-15 07:00:00.000000,0.012
61,2020-02-15 08:00:00.000000,0.557
62,2020-02-15 08:00:00.000000,0.103
61,2020-02-15 09:00:00.000000,1.449
62,2020-02-15 09:00:00.000000,0.253
61,2020-02-15 10:00:00.000000,3.931
62,2020-02-15 10:00:00.000000,0.716
61,2020-02-15 11:00:00.000000,4.616
62,2020-02-15 11:00:00.000000,0.934
61,2020-02-15 12:00:00.000000,5.379
62,2020-02-15 12:00:00.000000,0
61,2020-02-15 13:00:00.000000,5.286
62,2020-02-15 13:00:00.000000,1.039
61,2020-02-15 14:00:00.000000,3.192
62,2020-02-15 14:00:00.000000,0.633
61,2020-02-15 15:00:00.000000,2.807
62,2020-02-15 15:00:00.000000,0.496
61,2020-02-15 16:00:00.000000,4.715
62,2020-02-15 16:00:00.000000,0.997
61,2020-02-15 17:00:00.000000,2.039
62,2020-02-15 17:00:00.000000,0.335
61,2020-02-15 18:00:00.000000,0.571
62,2020-02-15 18:00:00.000000,0.098
61,2020-02-15 19:00:00.000000,0.015
62,2020-02-15 19:00:00.000000,0.003
61,2020-02-15 20:00:00.000000,0
62,2020-02-15 20:00:00.000000,0
61,2020-02-15 21:00:00.000000,0
62,2020-02-15 21:00:00.000000,0
61,2020-02-15 22:00:00.000000,0
62,2020-02-15 22:00:00.000000,0
61,2020-02-15 23:00:00.000000,0
62,2020-02-15 23:00:00.000000,0
61,2020-02-16 00:00:00.000000,0
62,2020-02-16 00:00:00.000000,0
61,2020-02-16 01:00:00.000000,0
62,2020-02-16 01:00:00.000000,0
61,2020-02-16 02:00:00.000000,0
62,2020-02-16 02:00:00.000000,0
61,2020-02-16 03:00:00.000000,0
62,2020-02-16 03:00:00.000000,0
61,2020-02-16 04:00:00.000000,0
62,2020-02-16 04:00:00.000000,0
61,2020-02-16 05:00:00.000000,0
62,2020-02-16 05:00:00.000000,0
61,2020-02-16 06:00:00.000000,0
62,2020-02-16 06:00:00.000000,0
61,2020-02-16 07:00:00.000000,0.081
62,2020-02-16 07:00:00.000000,0.013
61,2020-02-16 08:00:00.000000,0.66
62,2020-02-16 08:00:00.000000,0.085
61,2020-02-16 09:00:00.000000,1.477
62,2020-02-16 09:00:00.000000,0.257
61,2020-02-16 10:00:00.000000,4.351
62,2020-02-16 10:00:00.000000,0.625
61,2020-02-16 11:00:00.000000,5.073
62,2020-02-16 11:00:00.000000,0.875
61,2020-02-16 12:00:00.000000,6.106
62,2020-02-16 12:00:00.000000,1.199
61,2020-02-16 13:00:00.000000,6.272
62,2020-02-16 13:00:00.000000,1.204
61,2020-02-16 14:00:00.000000,6.908
62,2020-02-16 14:00:00.000000,1.464
61,2020-02-16 15:00:00.000000,5.418
62,2020-02-16 15:00:00.000000,1.083
61,2020-02-16 16:00:00.000000,3.653
62,2020-02-16 16:00:00.000000,0.779
61,2020-02-16 17:00:00.000000,2.982
62,2020-02-16 17:00:00.000000,0.566
61,2020-02-16 18:00:00.000000,0.608
62,2020-02-16 18:00:00.000000,0.101
61,2020-02-16 19:00:00.000000,0.01
62,2020-02-16 19:00:00.000000,0.001
61,2020-02-16 20:00:00.000000,0
62,2020-02-16 20:00:00.000000,0
61,2020-02-16 21:00:00.000000,0
62,2020-02-16 21:00:00.000000,0
61,2020-02-16 22:00:00.000000,0
62,2020-02-16 22:00:00.000000,0
61,2020-02-16 23:00:00.000000,0
62,2020-02-16 23:00:00.000000,0
61,2020-02-17 00:00:00.000000,0
62,2020-02-17 00:00:00.000000,0
61,2020-02-17 01:00:00.000000,0
62,2020-02-17 01:00:00.000000,0
61,2020-02-17 02:00:00.000000,0
62,2020-02-17 02:00:00.000000,0
61,2020-02-17 03:00:00.000000,0
62,2020-02-17 03:00:00.000000,0
61,2020-02-17 04:00:00.000000,0
62,2020-02-17 04:00:00.000000,0
62,2020-02-17 05:00:00.000000,0
61,2020-02-17 06:00:00.000000,0
62,2020-02-17 06:00:00.000000,0
61,2020-02-17 07:00:00.000000,0.03
62,2020-02-17 07:00:00.000000,0.004
61,2020-02-17 08:00:00.000000,0.287
62,2020-02-17 08:00:00.000000,0.04
61,2020-02-17 09:00:00.000000,1.062
62,2020-02-17 09:00:00.000000,0.16
61,2020-02-17 10:00:00.000000,3.254
62,2020-02-17 10:00:00.000000,0.538
61,2020-02-17 11:00:00.000000,2.648
62,2020-02-17 11:00:00.000000,0.5
61,2020-02-17 12:00:00.000000,4.842
62,2020-02-17 12:00:00.000000,0.944
61,2020-02-17 13:00:00.000000,4.607
62,2020-02-17 13:00:00.000000,1.297
61,2020-02-17 14:00:00.000000,5.923
62,2020-02-17 14:00:00.000000,1.557
61,2020-02-17 15:00:00.000000,6.49
62,2020-02-17 15:00:00.000000,1.335
72,2020-02-17 15:00:00.000000,0.105
61,2020-02-17 16:00:00.000000,5.206
62,2020-02-17 16:00:00.000000,1.032
72,2020-02-17 16:00:00.000000,0.075
61,2020-02-17 17:00:00.000000,3.017
62,2020-02-17 17:00:00.000000,0.603
72,2020-02-17 17:00:00.000000,0.043
61,2020-02-17 18:00:00.000000,0.553
62,2020-02-17 18:00:00.000000,0.093
72,2020-02-17 18:00:00.000000,0.011
61,2020-02-17 19:00:00.000000,0.009
62,2020-02-17 19:00:00.000000,0.001
72,2020-02-17 19:00:00.000000,0
61,2020-02-17 20:00:00.000000,0
62,2020-02-17 20:00:00.000000,0
72,2020-02-17 20:00:00.000000,0
61,2020-02-17 21:00:00.000000,0
62,2020-02-17 21:00:00.000000,0
72,2020-02-17 21:00:00.000000,0
61,2020-02-17 22:00:00.000000,0
62,2020-02-17 22:00:00.000000,0
72,2020-02-17 22:00:00.000000,0
61,2020-02-17 23:00:00.000000,0
62,2020-02-17 23:00:00.000000,0
72,2020-02-17 23:00:00.000000,0
61,2020-02-18 00:00:00.000000,0
62,2020-02-18 00:00:00.000000,0
72,2020-02-18 00:00:00.000000,0
61,2020-02-18 01:00:00.000000,0
62,2020-02-18 01:00:00.000000,0
72,2020-02-18 01:00:00.000000,0
61,2020-02-18 02:00:00.000000,0
62,2020-02-18 02:00:00.000000,0
72,2020-02-18 02:00:00.000000,0
61,2020-02-18 03:00:00.000000,0
62,2020-02-18 03:00:00.000000,0
72,2020-02-18 03:00:00.000000,0
61,2020-02-18 04:00:00.000000,0
62,2020-02-18 04:00:00.000000,0
72,2020-02-18 04:00:00.000000,0
61,2020-02-18 05:00:00.000000,0
62,2020-02-18 05:00:00.000000,0
72,2020-02-18 05:00:00.000000,0
61,2020-02-18 06:00:00.000000,0
62,2020-02-18 06:00:00.000000,0
72,2020-02-18 06:00:00.000000,0
61,2020-02-18 07:00:00.000000,0
62,2020-02-18 07:00:00.000000,0.032
72,2020-02-18 07:00:00.000000,0.004
61,2020-02-18 08:00:00.000000,2.431
62,2020-02-18 08:00:00.000000,0.377
72,2020-02-18 08:00:00.000000,0.027
61,2020-02-18 09:00:00.000000,5.055
62,2020-02-18 09:00:00.000000,0.863
72,2020-02-18 09:00:00.000000,0.045
61,2020-02-18 10:00:00.000000,0
62,2020-02-18 10:00:00.000000,1.214
72,2020-02-18 10:00:00.000000,0.215
61,2020-02-18 11:00:00.000000,0
62,2020-02-18 11:00:00.000000,1.433
72,2020-02-18 11:00:00.000000,0.598
61,2020-02-18 12:00:00.000000,7.069
62,2020-02-18 12:00:00.000000,1.566
72,2020-02-18 12:00:00.000000,0.607
61,2020-02-18 13:00:00.000000,7.075
62,2020-02-18 13:00:00.000000,1.583
72,2020-02-18 13:00:00.000000,0.483
61,2020-02-18 14:00:00.000000,7.074
62,2020-02-18 14:00:00.000000,1.515
72,2020-02-18 14:00:00.000000,0.408
61,2020-02-18 15:00:00.000000,6.715
62,2020-02-18 15:00:00.000000,1.315
72,2020-02-18 15:00:00.000000,0.073
61,2020-02-18 16:00:00.000000,5.13
62,2020-02-18 16:00:00.000000,1.015
72,2020-02-18 16:00:00.000000,0.038
61,2020-02-18 17:00:00.000000,2.943
62,2020-02-18 17:00:00.000000,0.6
72,2020-02-18 17:00:00.000000,0.027
61,2020-02-18 18:00:00.000000,0.605
62,2020-02-18 18:00:00.000000,0.095
72,2020-02-18 18:00:00.000000,0.013
61,2020-02-18 19:00:00.000000,0.012
62,2020-02-18 19:00:00.000000,0.002
72,2020-02-18 19:00:00.000000,0
61,2020-02-18 20:00:00.000000,0
62,2020-02-18 20:00:00.000000,0
72,2020-02-18 20:00:00.000000,0
61,2020-02-18 21:00:00.000000,0
62,2020-02-18 21:00:00.000000,0
72,2020-02-18 21:00:00.000000,0
61,2020-02-18 22:00:00.000000,0
62,2020-02-18 22:00:00.000000,0
72,2020-02-18 22:00:00.000000,0
61,2020-02-18 23:00:00.000000,0
62,2020-02-18 23:00:00.000000,0
72,2020-02-18 23:00:00.000000,0
61,2020-02-19 00:00:00.000000,0
62,2020-02-19 00:00:00.000000,0
72,2020-02-19 00:00:00.000000,0
61,2020-02-19 01:00:00.000000,0
62,2020-02-19 01:00:00.000000,0
72,2020-02-19 01:00:00.000000,0
61,2020-02-19 02:00:00.000000,0
62,2020-02-19 02:00:00.000000,0
72,2020-02-19 02:00:00.000000,0
61,2020-02-19 03:00:00.000000,0
62,2020-02-19 03:00:00.000000,0
72,2020-02-19 03:00:00.000000,0
61,2020-02-19 04:00:00.000000,0
62,2020-02-19 04:00:00.000000,0
72,2020-02-19 04:00:00.000000,0
61,2020-02-19 05:00:00.000000,0
62,2020-02-19 05:00:00.000000,0
72,2020-02-19 05:00:00.000000,0
61,2020-02-19 06:00:00.000000,0
62,2020-02-19 06:00:00.000000,0
72,2020-02-19 06:00:00.000000,0
61,2020-02-19 07:00:00.000000,0.177
62,2020-02-19 07:00:00.000000,0.031
72,2020-02-19 07:00:00.000000,0.006
61,2020-02-19 08:00:00.000000,2.256
62,2020-02-19 08:00:00.000000,0.307
72,2020-02-19 08:00:00.000000,0.029
61,2020-02-19 11:00:00.000000,6.828
62,2020-02-19 11:00:00.000000,1.309
72,2020-02-19 11:00:00.000000,0.575
61,2020-02-19 12:00:00.000000,6.505
62,2020-02-19 12:00:00.000000,1.389
72,2020-02-19 12:00:00.000000,0.616
61,2020-02-19 13:00:00.000000,5.829
62,2020-02-19 13:00:00.000000,1.505
72,2020-02-19 13:00:00.000000,0.5
61,2020-02-19 14:00:00.000000,6.965
62,2020-02-19 14:00:00.000000,1.484
72,2020-02-19 14:00:00.000000,0.427
61,2020-02-19 15:00:00.000000,6.606
62,2020-02-19 15:00:00.000000,1.291
72,2020-02-19 15:00:00.000000,0.115
61,2020-02-19 16:00:00.000000,0
62,2020-02-19 16:00:00.000000,0.999
72,2020-02-19 16:00:00.000000,0.065
61,2020-02-19 17:00:00.000000,2.905
62,2020-02-19 17:00:00.000000,0.595
72,2020-02-19 17:00:00.000000,0.037
61,2020-02-19 18:00:00.000000,0
62,2020-02-19 18:00:00.000000,0.093
72,2020-02-19 18:00:00.000000,0.013
61,2020-02-19 19:00:00.000000,0.009
62,2020-02-19 19:00:00.000000,0.001
72,2020-02-19 19:00:00.000000,0
61,2020-02-19 20:00:00.000000,0
62,2020-02-19 20:00:00.000000,0
72,2020-02-19 20:00:00.000000,0
61,2020-02-19 21:00:00.000000,0
62,2020-02-19 21:00:00.000000,0
72,2020-02-19 21:00:00.000000,0
61,2020-02-19 22:00:00.000000,0
62,2020-02-19 22:00:00.000000,0
72,2020-02-19 22:00:00.000000,0
61,2020-02-19 23:00:00.000000,0
62,2020-02-19 23:00:00.000000,0
72,2020-02-19 23:00:00.000000,0
61,2020-02-20 00:00:00.000000,0
62,2020-02-20 00:00:00.000000,0
72,2020-02-20 00:00:00.000000,0
61,2020-02-20 01:00:00.000000,0
62,2020-02-20 01:00:00.000000,0
72,2020-02-20 01:00:00.000000,0
61,2020-02-20 02:00:00.000000,0
62,2020-02-20 02:00:00.000000,0
72,2020-02-20 02:00:00.000000,0
61,2020-02-20 03:00:00.000000,0
62,2020-02-20 03:00:00.000000,0
72,2020-02-20 03:00:00.000000,0
61,2020-02-20 04:00:00.000000,0
62,2020-02-20 04:00:00.000000,0
72,2020-02-20 04:00:00.000000,0
61,2020-02-20 05:00:00.000000,0
62,2020-02-20 05:00:00.000000,0
72,2020-02-20 05:00:00.000000,0
61,2020-02-20 06:00:00.000000,0
62,2020-02-20 06:00:00.000000,0
72,2020-02-20 06:00:00.000000,0
61,2020-02-20 07:00:00.000000,0.006
62,2020-02-20 07:00:00.000000,0
72,2020-02-20 07:00:00.000000,0
61,2020-02-20 08:00:00.000000,0.437
62,2020-02-20 08:00:00.000000,0.082
72,2020-02-20 08:00:00.000000,0.033
61,2020-02-20 09:00:00.000000,2.254
62,2020-02-20 09:00:00.000000,0.459
72,2020-02-20 09:00:00.000000,0.144
61,2020-02-20 10:00:00.000000,2.76
62,2020-02-20 10:00:00.000000,0.579
72,2020-02-20 10:00:00.000000,0.277
61,2020-02-20 11:00:00.000000,4.492
62,2020-02-20 11:00:00.000000,1.199
72,2020-02-20 11:00:00.000000,0.488
61,2020-02-20 12:00:00.000000,5.744
62,2020-02-20 12:00:00.000000,1.316
72,2020-02-20 12:00:00.000000,0.354
61,2020-02-20 13:00:00.000000,3.948
62,2020-02-20 13:00:00.000000,1.074
72,2020-02-20 13:00:00.000000,0.166
61,2020-02-20 14:00:00.000000,3.299
62,2020-02-20 14:00:00.000000,0.706
72,2020-02-20 14:00:00.000000,0.236
61,2020-02-20 15:00:00.000000,2.107
62,2020-02-20 15:00:00.000000,0.528
72,2020-02-20 15:00:00.000000,0.177
61,2020-02-20 16:00:00.000000,2.715
62,2020-02-20 16:00:00.000000,0.54
72,2020-02-20 16:00:00.000000,0.096
61,2020-02-20 17:00:00.000000,1.133
62,2020-02-20 17:00:00.000000,0.263
72,2020-02-20 17:00:00.000000,0.036
61,2020-02-20 18:00:00.000000,0.462
62,2020-02-20 18:00:00.000000,0.097
72,2020-02-20 18:00:00.000000,0.022
61,2020-02-20 19:00:00.000000,0.012
62,2020-02-20 19:00:00.000000,0.002
72,2020-02-20 19:00:00.000000,0
61,2020-02-20 20:00:00.000000,0
62,2020-02-20 20:00:00.000000,0
72,2020-02-20 20:00:00.000000,0
61,2020-02-20 21:00:00.000000,0
62,2020-02-20 21:00:00.000000,0
72,2020-02-20 21:00:00.000000,0
61,2020-02-20 22:00:00.000000,0
62,2020-02-20 22:00:00.000000,0
72,2020-02-20 22:00:00.000000,0
61,2020-02-20 23:00:00.000000,0
62,2020-02-20 23:00:00.000000,0
72,2020-02-20 23:00:00.000000,0
61,2020-02-21 00:00:00.000000,0
62,2020-02-21 00:00:00.000000,0
72,2020-02-21 00:00:00.000000,0
61,2020-02-21 01:00:00.000000,0
62,2020-02-21 01:00:00.000000,0
72,2020-02-21 01:00:00.000000,0
61,2020-02-21 02:00:00.000000,0
62,2020-02-21 02:00:00.000000,0
72,2020-02-21 02:00:00.000000,0
61,2020-02-21 03:00:00.000000,0
62,2020-02-21 03:00:00.000000,0
72,2020-02-21 03:00:00.000000,0
61,2020-02-21 04:00:00.000000,0
62,2020-02-21 04:00:00.000000,0
72,2020-02-21 04:00:00.000000,0
61,2020-02-21 05:00:00.000000,0
62,2020-02-21 05:00:00.000000,0
72,2020-02-21 05:00:00.000000,0
61,2020-02-21 06:00:00.000000,0
62,2020-02-21 06:00:00.000000,0
72,2020-02-21 06:00:00.000000,0
61,2020-02-21 07:00:00.000000,0.2
62,2020-02-21 07:00:00.000000,0.036
72,2020-02-21 07:00:00.000000,0.019
61,2020-02-21 08:00:00.000000,1.511
62,2020-02-21 08:00:00.000000,0.254
72,2020-02-21 08:00:00.000000,0.093
61,2020-02-21 09:00:00.000000,3.855
62,2020-02-21 09:00:00.000000,0.683
72,2020-02-21 09:00:00.000000,0.154
61,2020-02-21 10:00:00.000000,3.583
62,2020-02-21 10:00:00.000000,0.803
72,2020-02-21 10:00:00.000000,0.271
61,2020-02-21 11:00:00.000000,5.224
62,2020-02-21 11:00:00.000000,0.942
72,2020-02-21 11:00:00.000000,0.513
61,2020-02-21 12:00:00.000000,4.349
62,2020-02-21 12:00:00.000000,0.854
72,2020-02-21 12:00:00.000000,0.608
61,2020-02-21 13:00:00.000000,3.978
62,2020-02-21 13:00:00.000000,0.658
72,2020-02-21 13:00:00.000000,0.447
61,2020-02-21 14:00:00.000000,3.769
62,2020-02-21 14:00:00.000000,0.652
72,2020-02-21 14:00:00.000000,0.301
61,2020-02-21 15:00:00.000000,0
62,2020-02-21 15:00:00.000000,0
72,2020-02-21 15:00:00.000000,0.049
61,2020-02-23 11:00:00.000000,5.325
62,2020-02-23 11:00:00.000000,0.691
72,2020-02-23 11:00:00.000000,0.414
61,2020-02-23 12:00:00.000000,3.747
62,2020-02-23 12:00:00.000000,0.808
72,2020-02-23 12:00:00.000000,0.552
61,2020-02-23 13:00:00.000000,3.48
62,2020-02-23 13:00:00.000000,0.669
72,2020-02-23 13:00:00.000000,0.309
61,2020-02-23 14:00:00.000000,4.731
62,2020-02-23 14:00:00.000000,1.116
72,2020-02-23 14:00:00.000000,0.456
61,2020-02-23 15:00:00.000000,1.383
62,2020-02-23 15:00:00.000000,0.378
72,2020-02-23 15:00:00.000000,0.276
61,2020-02-23 16:00:00.000000,1.883
62,2020-02-23 16:00:00.000000,0
72,2020-02-23 16:00:00.000000,0.142
61,2020-02-23 19:00:00.000000,0.005
62,2020-02-23 19:00:00.000000,0
72,2020-02-23 19:00:00.000000,0
61,2020-02-23 21:00:00.000000,0
62,2020-02-23 21:00:00.000000,0
72,2020-02-23 21:00:00.000000,0
61,2020-02-24 07:00:00.000000,0.055
62,2020-02-24 07:00:00.000000,0.009
72,2020-02-24 07:00:00.000000,0.007
61,2020-02-24 08:00:00.000000,0
62,2020-02-24 08:00:00.000000,0.077
72,2020-02-24 08:00:00.000000,0.052
61,2020-02-24 09:00:00.000000,1.061
62,2020-02-24 09:00:00.000000,0.233
72,2020-02-24 09:00:00.000000,0.135
61,2020-02-24 10:00:00.000000,2.085
62,2020-02-24 10:00:00.000000,0.375
72,2020-02-24 10:00:00.000000,0.228
61,2020-02-24 11:00:00.000000,2.74
62,2020-02-24 11:00:00.000000,0.583
72,2020-02-24 11:00:00.000000,0.292
61,2020-02-24 12:00:00.000000,2.26
62,2020-02-24 12:00:00.000000,0.662
72,2020-02-24 12:00:00.000000,0.263
61,2020-02-24 13:00:00.000000,2.918
62,2020-02-24 13:00:00.000000,0.793
72,2020-02-24 13:00:00.000000,0
61,2020-02-24 14:00:00.000000,3.737
62,2020-02-24 14:00:00.000000,1.441
72,2020-02-24 14:00:00.000000,0.445
61,2020-02-24 15:00:00.000000,2.622
62,2020-02-24 15:00:00.000000,0.954
72,2020-02-24 15:00:00.000000,0.175
61,2020-02-24 16:00:00.000000,1.871
62,2020-02-24 16:00:00.000000,0.414
72,2020-02-24 16:00:00.000000,0.149
61,2020-02-24 17:00:00.000000,0.767
62,2020-02-24 17:00:00.000000,0.204
72,2020-02-24 17:00:00.000000,0.088
61,2020-02-24 18:00:00.000000,0.176
62,2020-02-24 18:00:00.000000,0.04
72,2020-02-24 18:00:00.000000,0.024
61,2020-02-24 19:00:00.000000,0
62,2020-02-24 19:00:00.000000,0
72,2020-02-24 19:00:00.000000,0
61,2020-02-24 20:00:00.000000,0
62,2020-02-24 20:00:00.000000,0
72,2020-02-24 20:00:00.000000,0
61,2020-02-24 21:00:00.000000,0
62,2020-02-24 21:00:00.000000,0
72,2020-02-24 21:00:00.000000,0
61,2020-02-24 22:00:00.000000,0
62,2020-02-24 22:00:00.000000,0
72,2020-02-24 22:00:00.000000,0
61,2020-02-24 23:00:00.000000,0
62,2020-02-24 23:00:00.000000,0
61,2020-02-25 00:00:00.000000,0
62,2020-02-25 00:00:00.000000,0
72,2020-02-25 00:00:00.000000,0
61,2020-02-25 01:00:00.000000,0
62,2020-02-25 01:00:00.000000,0
72,2020-02-25 01:00:00.000000,0
61,2020-02-25 02:00:00.000000,0
62,2020-02-25 02:00:00.000000,0
72,2020-02-25 02:00:00.000000,0
61,2020-02-25 03:00:00.000000,0
62,2020-02-25 03:00:00.000000,0
72,2020-02-25 03:00:00.000000,0
61,2020-02-25 04:00:00.000000,0
62,2020-02-25 04:00:00.000000,0
72,2020-02-25 04:00:00.000000,0
61,2020-02-25 05:00:00.000000,0
62,2020-02-25 05:00:00.000000,0
72,2020-02-25 05:00:00.000000,0
61,2020-02-25 06:00:00.000000,0
62,2020-02-25 06:00:00.000000,0
72,2020-02-25 06:00:00.000000,0
61,2020-02-25 07:00:00.000000,0.055
62,2020-02-25 07:00:00.000000,0.013
72,2020-02-25 07:00:00.000000,0.006
61,2020-02-25 08:00:00.000000,1.701
62,2020-02-25 08:00:00.000000,0.176
72,2020-02-25 08:00:00.000000,0.059
61,2020-02-25 09:00:00.000000,3.96
